	A10	A11	A12	A2	A3	A4	A5	A6	A7	A8	A9	B10	B11	B12	B2	B3	B4	B5	B6	B7	B8	B9
13773|RHOT1	67.8775	50.6708	0	149.189	67.4768	58.9106	62.1812	39.5818	63.3298	59.57	78.9148	53.281	44.6021	0	118.05	69.4745	55.752	58.5591	33.1793	59.7986	53.047	82.3579
10382|BMP2K	3.62528	6.86938	38.2161	6.93697	7.86827	7.8208	4.99198	4.52919	13.0697	5.47018	22.9488	8.04895	15.8055	18.9343	10.8177	13.1468	11.4144	8.54704	6.96493	19.2697	8.12374	35.8808
11218|EFCAB9	0.0282272	0.0671574	3.58386	0.118132	0.0252741	0.0270873	0.859931	0	3.00556	0.0482647	0.0251189	0	0	0.464882	0.0280231	0.0273805	0	0.675637	0	2.66445	0.0484959	0.0221075
5089|KRT73	0.375548	3.61051	73.4852	0.0976282	0.331826	0.197444	0.553287	0.353214	0.605267	0.603145	0.082105	1.07843	4.20373	58.2945	0.0885521	0.825687	0.198598	0.295691	0.479809	0.876403	0.909858	0
211|HLF	46.7881	34.5296	0	343.98	84.8454	8.83888	176.997	141.086	60.8721	1.69674	2.55898	41.6061	30.5601	0	357.897	104.047	12.0299	180.457	157.313	70.9683	0.860887	3.32987
5783|NOL8	1.52887	2.04905	0	2.30751	4.86486	4.19994	0.770201	1.06492	3.05977	3.40482	7.35822	1.14587	1.86559	0	1.63773	3.29901	3.44464	0.423821	0.744571	1.43354	1.82905	4.91984
3498|COQ5	20.2455	17.84	0	17.8496	34.336	21.1069	19.5337	12.4354	21.8995	11.4689	35.7575	19.3284	15.0232	0	10.076	20.974	17.9348	15.0818	10.8276	15.6175	8.16034	29.3361
10350|BCL2L15	1.44331	0.165734	0	0.336749	0.0952042	0.56549	0.157182	0.198017	6.01635	0.525619	0	1.12954	0.391461	0	0.311986	0	0.820919	0.382643	0.242502	3.54259	0	0.0843736
1123|LTC4S	3.28389	3.95727	0	0.745151	0.156354	0.331871	1.98265	0.350187	1.38243	0.0861167	0.876998	4.19264	5.81381	0	0.854167	0.182776	0.400062	2.67669	0.554869	1.49858	0.137339	1.37592
7150|SLC39A10	24.0985	15.1376	0	155.044	81.7867	36.4489	30.9016	9.99917	39.0079	31.3466	95.5281	31.6906	19.3229	0	153.515	105.09	41.2836	32.9202	11.5156	41.5258	33.3636	121.847
731|CHIT1	5.53682	295.526	53.0754	1.2469	1.02898	0.568462	8.35605	0.318598	3.88668	1.1517	0.357483	7.08532	191.687	48.2636	0.869556	0.834657	0.168104	5.86925	0.522828	2.09043	0.811643	0.146902
18013|PRR23C	0	0	0	0.0669072	0.284252	0	2.42077	0.0947397	1.97428	0.114275	0	0	0	22.8043	0	0.431283	0.0613957	3.6303	0	1.91918	0.114035	0
9329|DLX4	0.541005	0.0863474	0	0.189269	6.70874	6.73249	0.385356	1.02443	0.369093	0	8.9274	0.547124	0.179302	6.29348	0.211833	10.8706	8.40119	0.66859	1.67673	0.545583	0.12298	11.8356
13538|TIGAR	5.22927	5.79353	12.6699	12.5647	13.5518	8.7816	5.01725	1.53585	8.30358	11.0193	6.00808	2.78369	3.72204	0	4.92093	9.35916	5.86381	4.55112	1.43829	3.534	5.64131	5.03879
15114|ZNF785	12.4622	9.26991	39.6906	19.4618	16.6544	12.304	14.8806	5.18853	10.9106	6.52867	10.2008	16.9275	10.6856	87.1095	21.6945	20.7236	15.2982	19.1444	5.57343	14.5088	8.25037	12.9361
7600|TM9SF1	36.5521	24.3743	0.2268	19.3367	61.7162	49.3914	55.7428	22.8623	32.1689	11.569	22.2818	40.1132	29.5713	0	19.9092	64.827	51.0549	52.5198	21.7233	31.996	9.73968	19.5702
15099|RERG	26.4762	21.7406	0	20.8071	16.3943	43.0843	83.4856	16.1103	59.1819	0	0.345071	26.5076	28.0448	0	17.7827	11.52	40.7262	77.1433	11.0642	57.2052	0	0.0617414
3445|CNTN1	65.9816	18.5571	0	475.399	4.52381	5.6727	53.3823	3.49352	29.271	0.429929	0.0794341	95.7334	27.3159	0	477.96	7.05546	3.73991	52.8097	4.38608	37.53	0.171249	0.275686
5453|MLXIPL	51.4584	36.4149	0	72.4806	35.8183	8.2593	61.0385	149.806	76.0402	2.51117	3.11215	52.1787	42.4858	0	71.2877	42.7561	12.1075	76.4964	188.704	88.9312	3.39495	2.95462
13480|SH3GLB2	108.66	63.193	0	174.516	105.718	98.6059	74.7868	37.5132	58.3549	24.6872	42.0499	220.905	125.298	43.394	276.257	192.533	178.539	139.419	60.3076	97.5265	41.4919	86.3207
9045|USP39	31.3404	33.2042	0	35.2054	85.3205	83.0171	38.0072	16.3476	35.764	41.9656	107.382	35.4622	37.2763	0	30.0618	86.6085	83.9914	39.0516	16.6104	35.9751	40.2015	104.838
8309|CATSPERB	0.0556241	0.0661534	0	0.0581578	0.0249437	1.55023	1.63958	0.421482	2.05425	0.166897	0.024813	0	0.0686766	0	0.0275767	0.161628	1.47397	0.811818	0.257617	1.37754	0.311264	0
7616|TMEM131	29.7692	26.1463	0	24.8312	26.0945	23.0218	26.1418	10.7521	31.2906	22.6837	29.8889	33.6091	27.3338	0	25.9833	32.8073	29.2734	28.8224	11.2511	31.6443	23.72	35.5692
5254|LTBP2	34.8187	50.6241	0	3.64523	7.99741	18.0966	86.468	20.246	75.9512	0.916146	0.197094	50.2432	66.4147	5.52878	5.0855	12.8673	28.5244	138.876	29.67	106.645	1.32505	0.10609
17374|TSEN54	1.03946	0.965284	0	0.210247	0.961271	0.937412	0.30052	0.0708817	0.111593	0.230183	0.572874	1.38795	1.35182	0	0.534244	1.41788	2.29556	0.906306	0.101472	0.353678	0.635325	0.962554
30107|C3orf79	0.117665	0.361887	312.831	0.619231	0.420033	0.110152	0.750207	0.176264	0.10029	0.679465	0.104507	0.0691545	0.241465	29.8815	0.228927	1.08407	0.335833	0.180516	0.180741	0.328488	0.835946	0.325896
10280|TRPM2	1.3255	1.59196	0	8.08422	3.20995	4.67807	2.60579	0.49279	1.40947	2.67022	5.99824	3.47586	4.07516	0	14.0015	5.23803	11.109	4.90011	1.00268	2.40138	5.74539	12.831
12241|AAMDC	31.6186	15.8415	0	6.70184	9.1666	11.0717	10.3576	8.48439	22.6243	0.847521	6.48364	22.4299	11.1708	0	4.62719	7.87706	7.39309	7.7063	4.32059	15.2731	0.722998	6.05267
1468|TNFRSF13B	0.899411	9.19891	53.0246	0.0796246	8.83143	0.0244255	0.648052	0.173208	0.856254	8.04271	0.552174	1.4985	12.2149	66.5406	0.227519	12.7224	0.121368	0.767069	0.214654	1.53468	12.2783	1.04627
30319|LOC100129083	0.106702	0.190167	0	0.0276262	0.167453	0.101858	0.181538	0.0600475	0.318963	0.340092	0.644889	0.15449	0.460158	0	0.052418	0.384759	0.151909	0.35782	0	0.328439	0.934248	0.960939
11449|FEM1B	35.9091	29.778	80.6945	164.974	100.535	76.785	83.0405	38.7411	74.4434	57.4875	104.851	40.3351	37.8687	23.5153	153.388	114.882	77.3831	90.3868	45.3872	76.3975	61.0078	115.486
2550|ADRA1A	15.4975	25.1061	93.6824	99.1728	1.37301	0.083678	55.976	339.312	71.9989	1.03466	0.151058	14.8232	21.1053	107.893	96.1712	1.77682	0.0843812	59.9291	425.774	72.9937	1.34284	0.198429
18277|C10orf105	1.95048	0.548148	17.2922	2.50419	0.155355	0.0941601	1.12763	0.0740436	0.380344	0.274622	0.0444226	2.7648	0.999958	11.4528	3.05848	0.332764	0.210317	1.70481	0.168705	0.724622	0.723248	0.0779235
12764|CCDC93	2.89253	1.6854	0	7.1154	9.93367	10.4208	4.80005	3.21275	8.13524	13.116	9.94101	4.27132	3.76302	0	7.70713	14.3917	12.5572	7.42173	5.09739	10.2754	14.9481	12.3261
19102|FAM217A	0	0.0537542	137.82	0	0.0633079	0	1.89981	0	6.57901	0.12784	0	0	0	52.2282	0	0.204508	0.0671866	0.926726	0.0545324	2.91186	0.380712	0
100220|ZNF837	3.5677	3.06108	0	0.195256	1.16139	0.691055	1.47543	0.794732	0.691733	0.516981	0.410525	2.91175	2.35409	0	0.531313	2.01835	1.98598	2.06984	0.671733	0.486891	0.909858	0.64033
4900|IPCEF1	7.9067	24.6826	54.0249	208.71	2.65972	0.59805	21.7549	6.1933	9.0813	33.4119	14.3783	9.18487	20.2128	52.2841	173.849	3.5999	1.11896	20.9159	6.21205	7.36637	31.8921	14.6571
20789|C1orf185	0.261936	0	95.2459	0.136768	0.387386	0.4196	5.74955	0.130822	12.7757	0.645665	0.0383317	0.0509585	0.0358918	150.856	0.0844952	0.503244	0.421381	4.00887	0.133129	9.31199	0.345127	0.205607
11740|VPS39	70.9632	70.432	0	118.045	72.673	57.2831	115.59	31.0927	80.2363	61.337	73.4323	78.5543	77.6189	0	115.589	87.4619	63.6732	127.148	32.243	89.4607	63.2138	86.0841
4852|IGSF8	29.3084	8.7377	0.715985	39.0936	9.45779	9.0392	12.0531	5.96654	5.61442	4.36977	2.08547	51.1003	17.0706	8.92679	55.5959	14.7123	17.8135	22.1838	8.64691	8.5039	6.56848	2.68363
100411|SKOR1	4.38683	1.6462	0	32.9494	2.18112	1.73065	13.3235	0.166358	11.6259	0.429929	1.82698	6.07341	1.86429	0	34.952	3.39377	0.958952	11.2221	0.537071	8.13459	1.11312	1.86088
11201|DZIP1L	10.729	8.90189	0	8.62372	9.76363	8.61884	21.6252	4.6154	14.4889	2.70603	2.03928	14.8232	11.8577	0	7.87367	14.8914	8.60689	25	5.93815	17.7596	2.29072	2.778
20330|ZNF195	9.6086	10.7154	0	24.5808	32.8018	25.1937	15.1067	7.86068	21.7217	16.5008	43.8786	8.30404	10.7604	0	16.0897	29.831	20.0913	13.8188	8.80052	15.1798	14.267	38.0715
10490|C22orf42	0.171892	0	0	0.432484	0	0	5.3023	0.167372	6.74337	0	0	0.519247	0.15375	0	0.242849	0	0	6.11183	0.0944649	6.67071	0	0
19180|DEFB128	0	0	0	0	0.0585985	0	0	0	0.0144058	0.027706	0.0148633	0	0	12.5106	0	0	0.0155278	0	0	0	0.0140052	0
8520|GALNT11	38.988	26.3351	0	49.7077	22.7784	22.2417	65.1799	17.9279	22.6668	9.99034	14.9416	34.3574	23.6213	0	38.1559	21.4398	19.3416	53.7416	15.9795	19.2718	8.12879	11.9789
14964|KIF2B	0.489303	0.0550235	63.7481	0.147978	0.523612	0.335766	107.568	0.26835	132.823	0.914186	0.195236	0.330788	0.417503	215.421	0	1.19632	0.555557	96.8261	0.731836	126.823	0.842766	0.0573549
6846|RTN1	50.0464	3.1583	0	318.289	0.2878	1.4361	44.8391	0.322497	4.65978	2.51675	0.968753	80.3434	5.60469	0	353.35	0.39966	1.57017	52.7699	0.392456	5.06776	2.27217	0.721768
19814|ZNF573	4.05965	4.57824	0	8.76928	4.49513	4.99032	6.50292	3.73866	5.41574	4.90389	5.24341	1.97126	1.14565	0	4.2896	2.6269	2.14985	4.01366	1.80462	2.90655	1.83751	2.3729
12659|MRPS26	24.3064	15.1346	0	11.7859	10.3678	11.4486	8.61643	11.0652	5.62852	2.83866	9.89254	18.2839	11.3425	15.3605	7.31655	9.95161	9.89498	7.29831	9.08636	4.84308	3.71473	7.16726
2128|SFN	19.2141	3.87955	23.939	7.67032	62.8614	273.483	12.5006	5.45829	185.188	2.69951	0.3566	52.48	7.90505	133.198	12.4356	118.901	539.124	23.0811	9.7571	323.859	3.7093	0.631084
10082|RTKN	38.6051	11.1293	13.9987	42.787	21.5696	28.0556	39.1739	17.493	9.29864	0.29484	4.15243	70.0311	20.8439	17.8665	51.9852	35.9141	42.9125	55.8462	26.8294	13.69	0.830936	5.35372
12942|BANP	5.3653	5.65578	0	30.3474	27.8882	24.1363	46.6744	31.9277	32.5884	106.456	22.1236	13.59	11.8884	0	60.2092	52.3369	45.5466	98.7849	67.6646	59.8951	247.583	39.5556
3825|DNAJC12	37.3896	27.5997	0	142.312	41.596	8.70763	16.0867	47.443	12.3305	0	60.9361	36.3556	31.3805	0	112.9	38.4398	8.89556	13.316	41.4108	9.33198	0.425588	46.856
20551|DNAJB7	0.272021	0.142704	33.5529	0	0.119961	0.0867943	0.441614	0	2.17225	0.0398325	0.0394188	0.31766	0.186558	4.819	0.087681	0.304294	0.218077	0.599596	0.0694035	2.1088	0.160612	0.0353633
3708|DCTPP1	57.3814	57.7449	72.402	42.5335	116.808	149.073	36.3679	17.6402	41.2653	48.0523	156.274	46.8368	48.2159	12.9093	35.4528	104.153	131.554	28.2564	21.0927	32.3524	40.1113	142.419
4193|FCAR	0.624561	15.8331	42.4554	0.901515	0.702364	0.302443	1.78056	2.35397	1.01545	255.579	11.1245	0.18774	18.2629	40.6016	0.995799	1.46798	0.230341	2.1297	1.80462	0.894323	337.184	9.18737
10041|RPL8	3.53624	1.96284	0	1.2051	6.49576	6.40011	2.29345	0.999961	2.04543	2.43177	13.3322	5.22393	5.11717	0	1.2752	7.81329	8.50739	3.08335	1.59318	3.05241	3.14508	14.238
11943|IDI2	0	0.300999	30.5086	0	0.141597	0.296801	0.226948	0.303366	1.74726	0.343459	0.423254	0.0906117	0	52.0303	0.0738129	0.617046	0.445519	0.325429	0.32367	1.54857	0.676564	0.81471
14773|UNC93B1	20.0683	53.939	0	7.77724	49.7004	35.4677	25.8721	8.61558	15.6581	42.7263	28.7813	17.9411	48.6834	75.1848	8.11942	47.6668	38.3889	25.7089	9.12749	16.8868	43.0295	37.9154
3121|CARD6	2.19132	5.20315	62.5348	1.62043	2.69556	4.83279	3.40426	2.15949	5.25819	4.19842	3.76112	3.51137	8.34228	43.5431	1.80251	5.18678	6.76023	4.93488	3.00292	7.00643	7.27468	5.38105
10573|BCAS1	250.809	3.05955	0	347.381	10.0578	55.9121	67.0021	3.35999	29.9949	0.648526	0.952127	285.114	2.43996	0	377.499	15.0589	73.1933	83.1826	5.18548	30.4238	0.141863	0.576099
8703|MAGEC1	0.324603	0.0287825	107.4	0.151415	35.566	1.68312	12.3664	0.0553745	12.7952	0.860337	7.49264	0.084173	0.149418	66.9111	0.0706111	33.3108	1.47636	13.0747	0.167673	12.1392	0.399685	8.10542
10138|ALPK1	6.99091	13.0031	23.3822	3.29427	5.53177	6.79806	7.57483	5.91358	9.00541	66.0776	10.6199	5.16682	10.3698	22.4911	3.41417	5.54801	6.86675	6.74226	5.76976	8.95263	57.9509	10.8179
13579|PRSS2	202.724	112.512	43.2701	0.362629	419.344	0.392277	22.7508	0.15661	5.05784	0.9588	5.68906	255.72	163.124	274.674	0.845646	485.084	0.739053	27.0346	0.21813	3.4703	0.888329	6.97153
100010|EVX1	1.67305	0.0445337	91.3577	0.121633	0.924472	0.0544837	3.15672	0.0859426	4.51376	0.515524	0	1.35224	0	71.4039	0.112541	0.613759	0.220564	2.65392	0.0439952	3.32146	0.309414	0.0910371
14578|OR2G2	0.0689307	0.0212359	11.4087	0.0557611	0.11882	0.0251834	0	0.0515899	0.0467812	0.305019	0.0486076	0	0.0111467	64.6497	0.134291	0.191636	0.112935	0.0967287	0.0525983	0.117055	0.182989	0.0736091
100270|SYT6	4.24661	0.293651	37.1872	2.6575	3.90606	0.2354	3.11898	0.296175	0.676168	0.316872	0.0444226	4.20481	0.550997	16.8039	2.76719	5.08654	0.210317	2.82438	0.093725	0.490873	0.42544	0.0584427
3361|CHST2	116.148	174.719	37.8297	135.289	57.4605	25.0641	60.2809	17.3151	29.9701	132.87	48.1291	144.074	215.416	7.01289	146.875	68.3034	27.1096	65.2531	24.1848	34.6041	137.517	57.108
8239|ADCY8	4.06763	0.551134	0	21.8703	4.65061	0.0915674	5.43041	0.0540861	0.658281	0.0408481	0.0215488	4.23017	0.297828	0	16.8695	4.40806	0.0452884	5.23348	0.0182776	0.572107	0	0
13560|LYRM1	24.3212	18.9921	0	29.413	35.147	18.7793	30.9016	19.6974	46.5579	54.4584	48.641	44.0552	32.9259	0	30.8579	43.6555	25.9583	45.9257	26.8358	57.7824	71.9414	52.1904
15265|PAGE5	0	0.0133902	0	0	0.529441	0.192976	1.41041	0.0658672	2.46805	0.0584276	0.597237	0.0206913	0.0282416	0	0	0.373856	0.0480594	0.528344	0.0404259	1.17173	0	0.652487
14346|TAAR8	0	0	0	0	0.0294028	0.051765	0.0644295	0.0255866	0.0482248	0.065359	0	0	0.0184215	0	0.0441656	0.0950202	0.0519161	0.0344555	0.0434608	0.0215109	0.018868	0
2085|MAL2	184.007	45.983	0	387.551	213.237	1126.72	209.985	121.885	339.795	0.342135	0.208974	113.835	30.3084	0	254.958	190.953	915.257	153.359	90.3561	277.629	0.311315	0.280025
3250|CDHR2	3.36525	2.24397	48.2559	0.589284	2.65284	0.222319	13.0196	6.03892	11.5525	0.196811	0	5.77002	3.26481	56.0295	0.842552	4.32864	0.319461	19.8891	7.63206	19.1193	0.169245	0.0258351
13890|RSPO4	2.21607	0.841587	0	1.66077	1.66221	6.23283	7.14842	0.767815	2.25135	0.0669453	0	2.46616	1.4549	0	2.02166	1.88208	9.74941	6.37558	0.980947	2.68922	0.0661321	0
11493|PARK7	253.479	215.515	0	394.052	374.773	396.128	215.578	158.717	229.526	207.068	403.417	263.584	255.485	0	289.737	315.954	331.597	192.652	139.414	191.782	171.565	362.589
12997|OR13J1	0	0	49.5428	0.432484	0.390949	0	0.0855209	0.167372	0.0757682	0.661131	0.0766978	0.103849	0	153.547	0.242849	0.687921	0.601613	0.719038	0.0944649	0	0.653495	0.200043
11254|AGPAT1	19.2236	10.1129	0	42.7709	43.7459	34.0107	55.4016	10.0019	32.6848	6.16307	44.5617	46.1467	29.3208	0	67.815	74.3569	60.9848	85.5287	17.3878	50.7057	9.15835	63.5207
14574|TNFRSF6B	3.58709	16.5105	0	4.20739	2.57004	2.06603	1.40658	1.07077	0.467717	0	0.396169	3.72486	15.2879	0	5.71253	3.51492	4.56766	1.19095	2.53699	0.509986	1.13196	0.759144
2189|C11orf80	5.64792	3.93552	0	4.33462	4.51535	5.23223	3.75104	0.396595	3.46002	0.679465	1.93337	7.12292	4.92588	0	5.66595	4.67861	6.26888	3.36964	0.316296	3.28488	0.365726	1.72259
15716|NXPE2	0.106297	0.117283	12.9404	0.437528	0.20821	0.160513	0.307161	0.17674	3.88928	0.214559	0	0.272018	0.140391	28.2162	0.229989	0.304028	0	0.371775	0.13034	4.74861	0.0540483	0.0833777
1911|OPRK1	0.318123	0.0282895	54.813	3.07399	0.252469	0.206356	0.480836	0.108736	0.240914	0.0301896	0	0.289102	0	0.0844757	3.08385	0.240054	0.172314	0.620577	0.164544	0.0669426	0.060547	0
10600|CASS4	0.90634	1.54709	0	1.29992	2.14762	0.324783	7.07198	2.51829	1.73185	20.868	9.74489	2.08675	3.51761	76.1851	0.795277	2.79632	0.412291	9.036	4.54318	1.42911	29.8695	12.6067
13496|PPP1R3G	12.1578	22.1248	77.639	10.7256	11.2312	1.9815	11.3289	11.5014	11.9284	1.71558	9.24647	8.2647	16.557	6.84702	7.68995	9.71176	1.34937	10.3158	9.40298	9.75824	2.31496	11.0588
1531|GPR25	0.243782	1.12927	0	0.211803	0.107471	0.0777277	0.433387	0	0.210107	1.22482	0	0.143045	0.878161	0	0.0394818	0.116575	0.194678	0.579998	0	0.154919	1.16901	0.0315161
14544|ASXL3	2.33975	0.154547	79.4645	3.72291	1.04412	0.0265938	1.7877	0.396506	1.82291	0.284185	0	4.67515	0.31971	38.9751	6.88743	2.16462	0.0265202	2.67179	0.996672	3.70822	0.214274	0
14702|RHNO1	18.0919	19.9261	69.3561	11.8663	56.9218	48.8979	14.676	3.155	7.86267	16.6921	37.6696	18.8472	18.9541	41.6647	8.78373	60.3933	46.928	12.6104	3.10723	8.84895	15.4257	39.9208
8069|ZFP64	0.933572	0.744971	163.736	2.22143	4.07181	4.404	5.7821	0.983305	3.65599	0.873931	1.75827	2.03678	1.31209	76.3896	2.14859	7.65579	6.95863	9.00944	1.34085	4.51283	0.929431	3.10702
9090|PRM1	11.7298	3.51233	53.0832	0.164501	0.446507	0.165954	7425.93	14.6565	10903.1	1.23335	0	10.6087	0.54179	308.153	0.154667	1.12672	0.169171	6264.8	14.445	8815.79	1.61392	0
14507|TMEM191C	0	0.31415	0	1.21634	0.378988	1.85178	0.363142	1.4746e-09	0	0	0.112965	0	0	0	0	0	0.000236848	0	0	0	0	3.05208e-08
17216|TCP11L2	9.62703	9.57495	15.2277	15.0284	9.93968	5.04121	18.4867	5.23038	22.2374	15.9884	4.8916	12.7972	14.4172	20.3127	14.0417	10.5446	5.35618	20.7577	6.11014	22.8755	17.3152	4.66823
6167|PGAP2	50.1201	37.193	0	22.859	42.8654	48.7506	53.9532	37.8592	41.838	17.6755	46.3578	35.5243	29.5318	0	17.4343	39.6338	39.5695	43.1467	23.6056	39.5403	12.3096	34.7404
100172|IRX3	4.76107	1.43062	0	0.254411	4.3913	7.58521	2.76666	0.0451786	1.17811	0	1.82399	4.22635	1.13562	0	0.41084	3.94566	8.72898	2.50606	0.278888	1.39416	0	2.19202
3574|CSK	22.8628	43.7129	6.51243	20.5744	59.1943	34.2008	23.8867	11.361	22.0766	100.796	73.7381	34.4048	73.1617	4.55385	23.8416	71.4616	45.5678	27.6221	15.0505	27.3518	113.983	84.8674
8663|KLK4	156.159	0.631671	0	0.267629	0.113701	0	2.48285	0	2.68721	0	0	316.239	1.71534	0	1.35511	0.0616118	0.184187	5.12132	0	3.77839	0	0
4531|ADGRG6	13.7253	10.3235	0	2.11371	43.8159	25.8217	4.67125	52.2663	11.632	0.267781	3.73935	8.84418	7.75946	0	1.32454	31.8506	22.8193	3.37531	34.2754	7.24021	0	3.36535
3450|CNTNAP2	9.00686	1.56006	3.70665	130.933	0.638053	0.0624948	21.3571	0.0252342	0.41423	0.248551	0.0287779	13.5698	2.05212	0	157.457	1.32711	0.156875	31.9106	0.15398	0.679254	0.111088	0.152079
19171|METTL4	5.37353	5.29969	0	3.80996	3.18176	3.19416	1.3786	1.07896	3.85168	2.81749	3.46653	2.26336	2.33929	0	2.73879	1.6821	1.29283	0.893882	0.355482	1.71107	1.69562	1.90608
5848|NTN1	0.442398	0.367303	0	1.02842	0.374761	1.54759	1.45836	1.2495	2.424	0.117936	0.436005	1.78664	1.09806	0	1.85172	0.891722	2.61928	3.54579	1.40468	4.31967	0.276979	0.641713
13930|OSGEPL1	1.88488	1.12726	0	3.14035	3.3003	2.23456	2.07207	0.760778	2.28475	0.980786	3.78592	1.14708	1.23013	8.5782	2.52898	3.22676	2.49068	1.80669	0.883364	1.79478	0.48136	3.05636
12604|MKRN2OS	0.629104	0.165071	0	7.47288	0.785418	2.21605	0.623784	0.21468	1.1571	0.065299	0.130158	1.57124	0.238573	0.0604945	4.51497	0.42223	1.38889	0.0734644	0.22518	0.471961	0.129656	0
1645|EGFL6	18.9314	21.2348	0	0.51032	0	0.128041	4.55073	28.7267	4.8045	0.155373	0	16.9883	18.1496	0	0.258225	0.171366	0.0860972	2.75464	22.8274	3.79039	0	0
12652|MRPL34	14.2202	12.0315	0	8.27173	7.78039	6.1085	12.1434	8.99208	10.1794	5.41205	9.6677	6.54266	9.84415	0	6.34714	9.39176	3.96592	10.7269	6.73581	8.63541	4.89741	7.0773
1722|PBK	10.437	25.1915	233.805	0.528428	55.2519	75.8899	24.9133	1.53563	103.124	1.80752	98.9945	5.95281	13.8215	130.461	0.139425	36.7006	46.8395	15.9014	1.15406	63.7138	0.925849	72.4131
350|PIK3R1	28.8973	22.6516	0	76.7652	21.0889	23.854	13.5802	89.3666	69.9165	70.0902	38.6053	22.2105	19.2067	0	58.3158	20.8838	21.1985	10.1788	68.2076	55.1336	50.3131	34.3982
8890|REL	15.1005	28.4882	294.662	41.1503	53.2519	42.3814	34.8456	26.8205	46.6341	414.381	66.4916	15.1699	30.7259	210.757	33.1389	52.2667	37.6245	30.9333	25.8167	44.7687	378.839	66.2752
11337|UTP14A	2.46052	1.64604	0.571613	2.48983	9.93688	10.7458	1.50241	1.37668	3.02358	4.01641	14.8189	6.63107	6.16656	0.142851	4.71232	17.2152	21.2944	2.82099	2.49	5.2778	6.52358	21.5275
12480|MAGED2	59.4748	32.7299	0	15.8289	15.7161	20.2503	19.1567	7.11331	13.6383	3.71886	4.37177	60.4403	25.5993	0	15.3805	14.0164	22.4316	18.6051	6.32915	12.6744	3.43085	3.80081
12362|EHD4	6.29473	5.85871	90.1811	1.62878	5.18914	9.44313	7.86936	1.70871	6.1904	10.785	3.79017	11.1832	11.3354	10.0948	2.82576	6.93323	16.2441	16.4689	2.87514	10.1188	20.4951	5.73448
11315|MAP3K2	5.09754	5.25846	0	16.4465	19.9887	22.8339	14.5528	16.567	25.4409	25.6025	18.7077	5.23633	6.8733	0	15.2332	19.2129	21.5904	12.6779	15.6432	21.1161	20.0455	20.4876
8918|SCGB1C1	0.0576914	0.0445337	0	0	0	0	0.0563701	0	0	0.0610769	0	0.0676119	0	0	0.0562703	0.240863	0	0.337205	0.0439952	0	0.154707	0
14118|C20orf195	1.8476	1.39774	0	0.10426	1.06457	1.49427	38.9421	0.147147	43.9467	0.178006	0.220994	3.56747	2.53093	6.58279	0.194552	4.39366	1.83798	53.2316	0.412261	65.0135	0.539822	0
10447|ST7	5.24661	3.79521	0	11.1022	7.79754	8.11582	5.30892	7.30656	3.66894	1.97023	7.39792	3.59039	2.10686	0	6.70199	5.71889	5.73732	4.48693	4.28219	3.58176	1.42136	5.98268
16071|ZNF474	0.846816	0.179086	109.525	0.118132	0.454934	0.243785	3.71712	0.428807	4.09629	0.241323	0.502378	1.44278	0.464396	46.9309	0.756624	0.930936	0.353937	4.61196	0.742565	4.76371	0.387967	0.486366
14975|ZNF181	6.18817	4.29017	56.2352	17.3534	6.29352	6.40572	1.7532	4.46645	7.84275	4.75008	7.82759	7.18176	5.21129	8.73369	13.9261	6.1932	6.68288	2.47816	4.23444	7.03954	4.41574	8.11087
14822|VOPP1	52.8856	73.2356	0	67.4678	79.7263	190.503	69.4035	23.5504	45.9906	106.513	35.9083	59.7736	92.9512	0	67.6344	96.7691	190.354	67.4021	23.9111	46.0379	118	40.5694
7969|WDR25	5.29639	4.42917	0	9.02622	8.31394	6.06383	8.26823	2.93792	6.10764	4.4908	6.56076	9.22562	7.9626	0	11.2396	11.025	8.78145	12.7615	3.35035	8.68416	6.91011	8.75222
15180|MVB12B	23.5983	5.6952	28.7539	34.2086	6.24848	3.33959	36.3587	6.26695	10.131	1.65112	5.48589	19.1856	4.92279	21.3305	27.977	6.24294	3.25187	34.0273	3.46761	6.52454	1.10853	5.84423
8355|CDKAL1	22.1385	19.9501	0	39.4286	55.1582	48.9182	41.4401	18.3588	41.2551	33.1206	82.0404	16.3249	20.2029	0	33.7666	53.7622	48.959	41.544	16.4171	39.2824	25.4587	77.4186
9285|CRYAA	0.785495	11.5371	0	0.49414	3.6639	0	56.9283	19.2191	0.138545	0.288234	0	0.563653	13.352	34.4141	0.543164	5.15172	0	62.8716	22.4948	0.227609	0.283725	0
9919|POLRMT	18.1447	14.4605	0	25.4119	32.6862	14.7806	33.5068	7.29125	27.8824	11.3238	27.4132	33.6447	29.021	0	35.6156	49.2255	22.8618	60.6854	12.6426	40.5954	18.8017	40.6604
20729|KRTAP9-3	0.0220588	0.0490574	0	0	0.0743028	0.0786805	0.080289	0.0156792	0.0713693	0.15732	0.0185812	0	0.0342835	0.805743	0.0618929	0.139044	0.116936	0	0.095311	0	0.0880873	0
13439|PNMA6A	15.0393	8.4057	33.8299	37.3364	2.1005	1.25711	9.96715	3.90847	1.56132	0.356677	0.42265	9.02383	5.10637	11.2581	22.7253	1.63837	0.919878	8.78985	2.67293	1.07877	0.637036	0.462902
7156|SLC3A1	27.6587	3.139	0	0.936782	0	0.264165	549.226	16.6088	13.6303	1.23791	0	19.8239	2.79583	0	2.03736	0	0.509488	390.972	8.98115	9.32524	1.50526	0
